reviewId,userName,content,score,at,word_count,text_bertopic,text_nb_lr,topic_id,aspek,sentimen,confidence_roberta,label_source
e66cf2ea-26ea-44f4-98c2-5bea31e174c8,embi supriandi,"Nice, good apk",5,2026-07-28 03:44:24,3,bagus bagus aplikasi,bagus bagus aplikasi,0,UI/UX,positif,0.9988407492637634,manual
05cce259-9edc-4fa5-af06-43ef14daf947,Be Better,"spy, dia aktif sendiri saat saya tidur",1,2026-07-28 03:30:17,7,supaya dia aktif sendiri saat saya tidur,dia aktif sendiri saya tidur,1,Kualitas Konten,netral,0.47544941306114197,manual
de033fd2-d325-4b64-8497-4079d484a8bb,TheFont Devon,bagus dan gak pelit,5,2026-07-28 03:11:20,4,bagus dan tidak pelit,bagus tidak pelit,0,UI/UX,positif,0.9979835748672485,manual
224373b7-13ef-4bcf-a408-5c39c15ef79f,GEX _R,"aku sangat suka,ahahwwh tmpeekkkk",5,2026-07-28 03:08:43,4,aku sangat suka ahahwwh tmpeek,aku sangat suka ahahwwh tmpeek,0,UI/UX,positif,0.9979227185249329,manual
6636e25e-8928-4ccd-b025-6e8593056381,Alisa Mikhailovna Kujou,udah bagus lebih praktis 👍,5,2026-07-28 01:55:41,5,sudah bagus lebih praktis,bagus lebih praktis,0,UI/UX,positif,0.9960825443267822,manual
0fdeb0bd-c5ed-4184-a8f0-378b7e65ded3,Jefry Keyboardiz Entertainment,semoga makin bisa ditingkatkan lagi dialog-dialognya,5,2026-07-28 00:38:54,6,semoga makin bisa ditingkatkan lagi dialog dialognya,moga makin tingkat dialog dialog,1,Kualitas Konten,positif,0.9737618565559387,manual
4e92a69d-3086-44f2-8222-c7ba8d38055d,Taufik Zuriat,aplikasi ini bagus,5,2026-07-28 00:22:33,3,aplikasi ini bagus,aplikasi bagus,0,UI/UX,positif,0.9987090826034546,manual
53d579c8-dcf9-40f4-aa14-dcf0daafefaf,Anang Triyana,berguna bgt buat kalian yg mau belajar 📚✏,5,2026-07-28 00:01:29,8,berguna sangat buat kalian yang mau belajar,guna sangat buat kalian mau belajar,0,UI/UX,positif,0.9833673238754272,manual
57d300cb-3ac8-4b1f-9eed-7c1760e9e0d8,Zul fiqar,"Yg ribet jd mudah, yg mudah ada hasilnya.. 👍🏻",5,2026-07-27 23:59:30,9,yang ribet jadi mudah yang mudah ada hasilnya,ribet jadi mudah mudah hasil,0,UI/UX,positif,0.9888437986373901,manual
8ba719b4-e86d-493b-96ba-967221456fe4,Wanto Irawan,sangat membantu dalam pekerjaan,4,2026-07-27 23:41:33,4,sangat membantu dalam pekerjaan,sangat bantu kerja,0,UI/UX,positif,0.9986099004745483,manual
1302111f-159d-4354-973e-f337a23de8f9,Hanan Zubaidi,seneng banget gunakan gemini..,5,2026-07-27 23:30:31,4,senang sangat gunakan gemini,senang sangat guna gemini,0,UI/UX,positif,0.9977774024009705,manual
fa5583de-6eb3-43f7-9ee2-2f9030845a56,Afta Maulana,aplikasinya bagussssss banget👍👍👍👍👍👍👍👍👍👍👍😱,5,2026-07-27 23:09:21,3,aplikasinya bagus sangat,aplikasi bagus sangat,0,UI/UX,positif,0.9990002512931824,manual
2b9f11a7-a035-4c1b-9354-024d456b277a,Susilo Wati,ada aplikasi sangat mengganggu. tiba tiba saja ada tanpa diistall,1,2026-07-27 23:07:56,10,ada aplikasi sangat mengganggu tiba tiba saja ada tanpa diistall,aplikasi sangat ganggu tiba tiba ada diistall,3,Performa,negatif,0.9826535582542419,manual
fe2fcb98-e13e-4cad-9606-98a7e2e7ebda,Dedi jumyati,i just frist time to do this thing. sorry if i be wrong,5,2026-07-27 23:07:36,13,i just frist time tapi di this thing sorry if i be wrong,i just frist time di this thing sorry if i be wrong,0,UI/UX,netral,0.9611471891403198,manual
85b8c378-a64c-49ce-a079-0fb1e0b347ed,Aldi Maga,sangat bagus sekali appnya,5,2026-07-27 22:55:55,4,sangat bagus sekali appnya,sangat bagus sekali appnya,0,UI/UX,positif,0.9988456964492798,manual
0417a1de-a9e3-4e94-8ce0-e838603aa7a2,Dika Zen,mantappp ai nyaaaa,5,2026-07-27 21:53:08,3,mantap ai nya,mantap ai nya,1,Kualitas Konten,positif,0.9989345669746399,manual
7f405f33-4784-4c28-8d14-ce1a8c732fa9,Hizkia Rotama,app bodoh gabisa bedain cantik/jelek,1,2026-07-27 17:32:05,5,app bodoh tidak bisa membedakan cantik jelek,app bodoh bisa beda cantik jelek,3,Performa,negatif,0.9953523874282837,manual
44f53ea4-a5ae-4f13-882f-6ec7bc9dc1a2,kiswanta kiss,bagus bangett dan berguna,5,2026-07-27 16:11:43,4,bagus sangat dan berguna,bagus sangat guna,0,UI/UX,positif,0.9991551637649536,manual
c51ceae9-709b-41ce-8ccf-8d76dbc0f10a,Nur Masudi,buat durasi video lebih lama,5,2026-07-27 16:06:11,5,buat durasi video lebih lama,buat durasi video lebih lama,2,Fitur,negatif,0.7724452018737793,manual
e77b13d5-b869-4ae6-8b88-62d9b11408fd,Adam ri,iya ini aplikasi yang sangat bagus 👍👍👍,5,2026-07-27 16:03:09,7,iya ini aplikasi yang sangat bagus,iya aplikasi sangat bagus,0,UI/UX,positif,0.997138261795044,manual
4811ad44-2d3c-4a62-86c8-567e3735f6b1,zikri mpruy,iya bagus kok,5,2026-07-27 15:43:55,3,iya bagus kok,iya bagus kok,0,UI/UX,positif,0.9967474937438965,manual
f5cacffb-65d3-45fc-b5f2-cfbc6029b20d,Danish Attariz,"bagus membantu perkejaan sekolah dan rumah, aplikasi ini bermanfaat Gracias !",5,2026-07-27 15:32:53,11,bagus membantu perkejaan sekolah dan rumah aplikasi ini bermanfaat gracias,bagus bantu perkejaan sekolah rumah aplikasi manfaat gracias,0,UI/UX,positif,0.9979199767112732,manual
e86416a5-a30b-4896-92df-7809b792401d,Idham Kholid,saya kasih 3 bintang dulu,3,2026-07-27 15:25:45,5,saya kasih bintang dulu,kasih bintang dulu,0,UI/UX,negatif,0.6570221781730652,manual
6f27df52-e84b-4eda-9256-249847e7b90a,riya Astutik,Bagus sih bisa mengedit foto jadi lamaran buat saya yang jomblo kebelet nikah,5,2026-07-27 15:15:27,13,bagus sih bisa mengedit foto jadi lamaran buat saya yang jomblo kebelet nikah,bagus sih edit foto jadi lamar buat yang jomblo kebelet nikah,0,UI/UX,positif,0.9709873199462891,manual
4b9862a7-6815-4c84-bedd-2e00cdf613b2,Nauval Faakhir Firmansyah,kenapa ada tulisan eror 1076 terus,2,2026-07-27 14:56:14,6,kenapa ada tulisan error terus,ada tulis error terus,3,Performa,negatif,0.9899225831031799,manual
f4bde52f-6d84-4351-ac61-43a95dcee418,Aji Persada,sama kayak yg sebelah,1,2026-07-27 14:49:53,4,sama kayak yang sebelah,sama kayak belah,1,Kualitas Konten,negatif,0.4706636369228363,manual
0444ed0c-64d2-464e-84d6-e3a2e5646419,Clara Dwi,Terlalu banyak error sehingga tidak bisa di nikmati,1,2026-07-27 14:47:09,8,terlalu banyak error sehingga tidak bisa di nikmati,terlalu banyak error tidak di nikmat,3,Performa,negatif,0.9938973784446716,manual
4f7251f9-4682-4065-b229-806469ff1613,Rachel,"sangat membantu,terutama saat ada pr sekolah 😆",4,2026-07-27 14:22:06,7,sangat membantu terutama saat ada pr sekolah,sangat bantu utama ada pr sekolah,0,UI/UX,positif,0.9962930083274841,manual
1913a6b0-73bb-48d0-8a67-844b84e90f62,acep nurhasikin,saya membantu menambah wawasan,5,2026-07-27 14:19:48,4,saya membantu menambah wawasan,bantu tambah wawas,0,UI/UX,positif,0.9973435997962952,manual
65964991-9ce0-4998-abe8-ff9ef116d28c,Umar Sodik,bagus..tingkatkan lagi klo lebih bagus bintang 5,4,2026-07-27 14:11:00,7,bagus tingkatkan lagi kalau lebih bagus bintang,bagus tingkat kalau lebih bagus bintang,0,UI/UX,positif,0.8895342946052551,manual
65af21ce-e926-43aa-b67c-fa48729957f6,Zieee Park21,tolol banget kalau di pake lewat google,1,2026-07-27 14:10:45,7,tolol sangat kalau di pakai lewat google,tolol sangat kalau pakai lewat google,0,UI/UX,negatif,0.9688002467155457,manual
edde21dc-d043-42b1-a634-cab1a330c60a,SALEH ROSYIDI SIREGAR,Bagus sekali terima kasih 🙏,5,2026-07-27 14:07:34,5,bagus sekali terima kasih,bagus sekali terima kasih,0,UI/UX,positif,0.9986224174499512,manual
1b11ec08-809b-47c6-b9f6-e9ac84ca939e,Sepryanta lovera Sitepu official,kadang jawabannya ngawur dan tidak beraturan,3,2026-07-27 14:01:50,6,kadang jawabannya ngawur dan tidak beraturan,kadang jawab ngawur tidak atur,1,Kualitas Konten,negatif,0.99240642786026,manual
a96a117f-5e60-49c0-8e10-699784426533,kang dayat production,apk yang sangat bagus,5,2026-07-27 13:42:43,4,aplikasi yang sangat bagus,aplikasi sangat bagus,0,UI/UX,positif,0.9988898634910583,manual
57ba2c05-af84-44bc-8f2f-c2d8b8780685,Djalal Afandy,sangat bermanfaat foto yang sudah usang baru kembali.,5,2026-07-27 13:12:46,8,sangat bermanfaat foto yang sudah usang baru kembali,sangat manfaat foto sudah usang baru,0,UI/UX,positif,0.9868876338005066,manual
b2ea701e-f617-4763-ae69-a3ea06b959e6,Kanz The mnpr,"Ga sengaja ke log out, kok ga bisa login ke akun email sebelum nya",1,2026-07-27 13:05:12,14,tidak sengaja ke log out kok tidak bisa login ke akun email sebelum nya,sengaja log out kok bisa login akun email nya,1,Kualitas Konten,negatif,0.9682018160820007,manual
5944e206-2082-401b-ba06-9fc30a32b373,aira,aplikasi Ai bagus,5,2026-07-27 12:56:08,3,aplikasi ai bagus,aplikasi ai bagus,0,UI/UX,positif,0.9978686571121216,manual
858ff021-778d-4ebe-9c0a-eff2d4579439,Syihabb_ Ab,aplikasi paling oke,5,2026-07-27 12:48:33,3,aplikasi paling baik,aplikasi paling baik,0,UI/UX,positif,0.9958111047744751,manual
fc501158-c7e2-4689-bc55-c1f6ce7612ec,Bayzurah Safitri,geminii sangat membantuu,4,2026-07-27 12:47:34,3,geminii sangat membantuu,gemini sangat membantuu,0,UI/UX,positif,0.998831570148468,manual
edb0a7c9-7f17-4df1-8997-ddddd8f6d164,Gidionsz Godzilla,aplikasi yang bagus untuk belajar mengedit,5,2026-07-27 12:16:52,6,aplikasi yang bagus untuk belajar mengedit,aplikasi bagus belajar edit,0,UI/UX,positif,0.9936128258705139,manual
ab63af1c-09e2-471b-bc85-1d94f371e58e,Rully Risna Virani,berfungsi sangat baik sekali,5,2026-07-27 12:16:45,4,berfungsi sangat baik sekali,fungsi sangat baik sekali,0,UI/UX,positif,0.9979370832443237,manual
55122e9f-01d4-4f1e-b98a-f5afa6efa50b,Rosmita 31,saya senang dengan aplikasi ini,5,2026-07-27 12:09:14,5,saya senang dengan aplikasi ini,senang aplikasi,0,UI/UX,positif,0.9985153079032898,manual
4d314021-4c77-4bec-933e-71e42e55d3e5,entis sutisna,ga sesuai jujur,1,2026-07-27 12:05:20,3,tidak sesuai jujur,sesuai jujur,1,Kualitas Konten,negatif,0.9941790103912354,manual
328ab98e-b2b7-4d13-9fa1-9dc12a25f178,Kentung Zidan,I like this dude,5,2026-07-27 11:59:11,4,i like this dude,i like this dude,0,UI/UX,positif,0.6555708646774292,manual
9192da02-dd64-4b5d-b197-863a3db1dbfd,Dalis Putra,gemini cukup bagus dan sangat membantu,4,2026-07-27 11:52:31,6,gemini cukup bagus dan sangat membantu,gemini cukup bagus sangat bantu,0,UI/UX,positif,0.9984495639801025,manual
57f2105e-57ae-4883-8dd4-3797c7b8128e,Elvarin Azka,"aplikasinya bagus banget, sangat membantu, dan buat balik lagi ke pro nya gak lama cuma 5 jam aja. Tapi kok makin sini makin sini sering muncul notifikasi ""eror 1076"" dan itu ganggu banget apalagi kalau isinya hal hal penting yang aku butuhin buat sekolah, gara-gara ada notifikasi eror 1076 itu, aku gak bisa ngirim pesan padahal sinyal bagus, ini aplikasinya nge bug kah? tolong perbaiki ya...",5,2026-07-27 11:40:45,66,aplikasinya bagus sangat sangat membantu dan buat balik lagi ke pro nya tidak lama cuma jam saja tapi kok makin sini makin sini sering muncul notifikasi error dan itu ganggu sangat apalagi kalau isinya hal hal penting yang aku butuhin buat sekolah gara gara ada notifikasi error itu aku tidak bisa mengirim pesan padahal sinyal bagus ini aplikasinya nge bug kah tolong perbaiki ya,aplikasi bagus sangat sangat bantu buat balik ke pro nya lama cuma jam tapi kok makin sini makin sini sering muncul notifikasi error ganggu sangat kalau isi hal penting aku butuhin buat sekolah gara gara notifikasi error itu aku bisa kirim pesan padahal sinyal bagus aplikasi nge bug tolong perbaiki,3,Performa,netral,0.9823723435401917,manual
c6e9dc38-3fe4-4f0d-9536-f8ee1f52d9ca,Rumi Rumiati,bagus apk ini membantu.,4,2026-07-27 11:19:54,4,bagus aplikasi ini membantu,bagus aplikasi bantu,0,UI/UX,positif,0.997616171836853,manual
7e0a2378-23d5-4211-ba3b-8cc5f98ba130,Suriansyah Yudi,"Gemini adalah penolong untuk kekurangan pengetahuan kita,Ai Gemini memang top",5,2026-07-27 11:14:19,10,gemini adalah penolong untuk kekurangan pengetahuan kita ai gemini memang top,gemini tolong kekurangan pengetahuan ai gemini memang top,0,UI/UX,positif,0.9965043067932129,manual
475d0ff8-d05f-4c1a-93c4-3a5c0f73a326,Yensen Gikojikpohiko,iya pertanyaan lebih baik aku menyukai google Gemini,5,2026-07-27 11:08:05,8,iya pertanyaan lebih baik aku menyukai google gemini,iya tanya lebih baik aku suka google gemini,0,UI/UX,positif,0.9931598901748657,manual
caba1c6e-2ba7-47fc-93d1-768087803b07,Ferdi An,harus bayar ga seru,4,2026-07-27 11:04:56,4,harus bayar tidak seru,bayar seru,0,UI/UX,negatif,0.9954013824462891,manual
764108b4-3fb7-47d3-a085-bffc51b9ed80,Jhimmy Rembong,aplikasi yang sangat bermanfaat sekali bagi para pencinta musik,5,2026-07-27 10:59:39,9,aplikasi yang sangat bermanfaat sekali bagi para pencinta musik,aplikasi sangat manfaat sekali para cinta musik,0,UI/UX,positif,0.9972394704818726,manual
2a147a06-c92a-40db-b8a3-6ef0e8ccc1e9,Aris Munandar,sangat membantu seklai,5,2026-07-27 10:44:06,3,sangat membantu seklai,sangat bantu seklai,0,UI/UX,positif,0.9984254837036133,manual
448f3bb0-0271-4976-bab7-db78ac311046,Yani Neshya,sangat suka dengan materi pemograman dan sangat membantu dalam pembelajaran ketika saya kurang memahaminya,5,2026-07-27 10:37:04,14,sangat suka dengan materi pemograman dan sangat membantu dalam pembelajaran ketika saya kurang memahaminya,sangat suka materi pemograman sangat bantu pembelajaran saya kurang paham,0,UI/UX,positif,0.9985313415527344,manual
380d4ec4-3162-4141-b4df-33b91762ecba,ini gua ikky,ga sesuai sama kemauan,1,2026-07-27 10:24:12,4,tidak sesuai sama kemauan,sesuai sama mau,1,Kualitas Konten,negatif,0.9911709427833557,manual
d00e1849-9f55-484e-a3e1-0f47b4ceb930,Tedi Setiadi,good sih pakai gemini .. secara punya google 🤗,5,2026-07-27 10:24:05,9,bagus sih pakai gemini secara punya google,bagus sih pakai gemini punya google,0,UI/UX,positif,0.995705783367157,manual
b2450c6e-f31f-4bae-8514-487571ac7e29,Dewi Sri,Kualitas AI yang sangat bagus,5,2026-07-27 10:17:10,5,kualitas ai yang sangat bagus,kualitas ai sangat bagus,0,UI/UX,positif,0.9983147382736206,manual
69058601-6bac-4608-bdbf-902122e8b91a,Yosefa,tidak sesuai keinginan,1,2026-07-27 10:03:47,3,tidak sesuai keinginan,sesuai ingin,1,Kualitas Konten,negatif,0.9953108429908752,manual
cbb2a4f4-d6eb-4e7e-8f90-8c7d00dea1b2,Mohamad Juhro,"canggih banget, kita bisa tanya apapun, bahkan tanya kemampuan dia dan bagaimana dia tercipta.",5,2026-07-27 09:57:14,14,canggih sangat kita bisa tanya apapun bahkan tanya kemampuan dia dan bagaimana dia tercipta,canggih sangat bisa tanya apa bahkan tanya mampu dan bagaimana cipta,1,Kualitas Konten,positif,0.9963932633399963,manual
f30c1f92-428a-4cff-bb42-297e90d77ed1,ACHMAD SOBANA (ACHIEL_BOGOR),sangat membantu untuk editing Gambar maupun video,5,2026-07-27 09:34:21,7,sangat membantu untuk editing gambar maupun video,sangat bantu editing gambar maupun video,0,UI/UX,positif,0.9982611536979675,manual
a1cc1c4b-fb2d-46df-9c7e-a8f49f73dfa2,Alvin Pratista,mantap saat membantu saya dalam menjalankan tugas sehari-hari,5,2026-07-27 07:44:34,8,mantap saat membantu saya dalam menjalankan tugas sehari hari,mantap bantu dalam jalan tugas hari hari,0,UI/UX,positif,0.9975215792655945,manual
8ac1949a-8840-4030-bc4c-ccfc20d7cdc3,A'ing,Bagus sekali bisa tambah Wawasan dan Pengetahuan saya yang masih awam ilmu Pengetahuan,5,2026-07-27 07:22:16,13,bagus sekali bisa tambah wawasan dan pengetahuan saya yang masih awam ilmu pengetahuan,bagus sekali tambah wawas pengetahuan yang awam ilmu pengetahuan,0,UI/UX,positif,0.9887474179267883,manual
9a7b2b00-305a-443a-90bb-9ab6817ab311,Nayr,gokil beli paket dapat Gemini plus 6 bukan mantaap,5,2026-07-27 07:06:34,9,gila beli paket dapat gemini plus bukan mantap,gila beli paket gemini plus bukan mantap,0,UI/UX,netral,0.9622431993484497,manual
d0d97dfc-8dc8-4a4a-ba5c-45138ce39e6e,SMK IT DARUSSALAM,mantap sih hehehehe hihihihi,5,2026-07-27 06:47:38,4,mantap sih hehehehe hihihihi,mantap sih hehehehe hihihihi,1,Kualitas Konten,positif,0.9971055388450623,manual
5dffe7da-1390-4cb0-a7a7-4bf0558d6843,Hans Hadi Priyanto,jelek' dn sering error geming AI,3,2026-07-27 06:45:56,6,jelek dan sering error geming ai,jelek sering error geming ai,3,Performa,negatif,0.9925157427787781,manual
6c480b17-5de8-4c65-8537-427eba3b9ee5,Re: Alvian,Sangar membantu 👍🏻,5,2026-07-27 06:37:10,3,sangar membantu,sangar bantu,0,UI/UX,positif,0.9769640564918518,manual
edf052e3-40e9-4d21-a46e-b33c7f87dcd9,Raya 002,sangat menyenangkan pakai gemini ini🥰🥰🥰🥰😘😘😘,5,2026-07-27 06:28:38,5,sangat menyenangkan pakai gemini ini,sangat senang pakai gemini,0,UI/UX,positif,0.9987353682518005,manual
ca4d4b43-c07d-4475-82ff-ee44b0c889de,Raven Lya,kamu keren sahabat ku Gemi,5,2026-07-27 06:03:53,5,kamu keren sahabat ku gemi,kamu keren sahabat ku gemi,0,UI/UX,positif,0.9982656836509705,manual
fcdd47ca-c0ea-4394-9caa-08741afb16e7,Julengs Tefbana,bagus bgtttt informasi nya jelas dan membantu dalam belajar,5,2026-07-27 05:42:13,9,bagus sangat informasi nya jelas dan membantu dalam belajar,bagus sangat informasi nya jelas bantu belajar,0,UI/UX,positif,0.9986420273780823,manual
8ca4a243-c4b2-46b3-a3d5-4532ec14ce80,Ridho Ridwansyah,Aku harap ada varian Gemini jailbreak tanpa batasan sensor,5,2026-07-27 05:35:25,9,aku harap ada varian gemini jailbreak tanpa batasan sensor,aku harap varian gemini jailbreak batas sensor,0,UI/UX,netral,0.8610178828239441,manual
6f2f3200-4d16-4eb9-8f25-406cacb0ea4a,Aprianus Pito,sangat bagus👌kukasi 5 bintang 🌟,5,2026-07-27 04:45:23,5,sangat baguskukasi bintang,sangat baguskukasi bintang,0,UI/UX,positif,0.9990940093994141,manual
7b2ca9a8-b336-4e1f-aa99-14f5dbc67825,BANG ASMAT ZOOM,GEMINI... TOP MARKOTOP👍👍👍,5,2026-07-27 04:03:51,3,gemini top markotop,gemini top markotop,0,UI/UX,positif,0.9977846741676331,manual
3ad28693-3305-4a6c-97d6-59131484bfc8,raudi mardiana,sangat membantu luar biasa mantap 👍,5,2026-07-27 04:02:22,6,sangat membantu luar biasa mantap,sangat bantu luar biasa mantap,0,UI/UX,positif,0.9988459348678589,manual
8def825e-93ec-4a03-b368-47f4a13bf43b,Habil maulana Habil,buat gambar jadi berubah,5,2026-07-27 03:53:48,4,buat gambar jadi berubah,buat gambar jadi ubah,0,UI/UX,negatif,0.6138511896133423,manual
7347c68f-31fb-4406-929d-412fd1c18c60,Elsya Safitra,mau edit foto,4,2026-07-27 03:26:52,3,mau edit foto,mau edit foto,0,UI/UX,netral,0.569611668586731,manual
d126fcb6-a368-4252-9b93-644abb010e08,lalu agus budi septiawan,"sya sangat menyukai apk ini,,",5,2026-07-27 03:24:29,5,saya sangat menyukai aplikasi ini,sangat suka aplikasi,0,UI/UX,positif,0.9985927939414978,manual
883184ad-10f3-4892-af4b-1b6f4d9bc3e4,Jajang Spx,sangan bagus buat pariasi,4,2026-07-27 02:58:03,4,sangan bagus buat pariasi,sangan bagus buat pariasi,0,UI/UX,positif,0.9977845549583435,manual
488773d1-e07d-442c-80c2-7aa23c65e48a,Bejo Riyanto,"Gemini di gunakan perform bagus, saya baru mencobanya dan belajar mengoperasikannya. Terimakasih",5,2026-07-27 02:56:47,12,gemini di gunakan perform bagus saya baru mencobanya dan belajar mengoperasikannya terimakasih,gemini guna perform bagus baru coba belajar operasi terimakasih,0,UI/UX,positif,0.9943845272064209,manual
562bb793-9605-4bf8-ac1b-1d15e94ca668,Melkisedek Neolaka,cepat dlm merespon kebutuhan,4,2026-07-27 02:56:08,4,cepat dalam merespon kebutuhan,cepat merespon butuh,0,UI/UX,positif,0.9832563400268555,manual
b125f7c2-bdcd-4d7a-9219-0dd762815eaa,Tongan simaremare PA celsi,"beri aku petunjuk tuk beli koin tiktok,, sangat Baik",5,2026-07-27 01:57:40,9,beri aku petunjuk untuk beli koin tiktok sangat baik,beri aku tunjuk beli koin tiktok sangat baik,0,UI/UX,positif,0.9955371618270874,manual
37389e83-b1ff-4c95-a0ce-aa56de603db8,edi sutrisno,oke cepat respon,5,2026-07-26 23:19:22,3,baik cepat respon,baik cepat respon,0,UI/UX,positif,0.9816989898681641,manual
114a9d46-661f-4260-8b66-d8ccaacbe4be,abdu elhans,luar biasa mudah murah dan selalu benar,5,2026-07-26 22:57:12,7,luar biasa mudah murah dan selalu benar,luar biasa mudah murah selalu benar,0,UI/UX,positif,0.9973702430725098,manual
704ef593-d805-468e-83a0-5233063e90c1,Mmm,error jir ga kaya dulu percakapan tanpa batas tapi sekarang baiknya lebih nyambung aja cuma kadang gak nyampe 10 percakapan langsung ada notif error gitu aneh error 13 gitu,4,2026-07-26 22:26:38,29,error jir tidak kayak dulu percakapan tanpa batas tapi sekarang baiknya lebih menyambung saja cuma kadang tidak sampai percakapan langsung ada notif error begitu aneh error begitu,error jir kayak dulu percakapan batas sekarang baik lebih sambung cuma kadang sampai percakapan langsung notif error aneh error,1,Kualitas Konten,negatif,0.9895931482315063,manual
e6be6793-9433-426f-bf56-fb9007dbf311,agung kurniadi,hebat luar biasa,5,2026-07-26 22:21:20,3,hebat luar biasa,hebat luar biasa,0,UI/UX,positif,0.9949081540107727,manual
